"Event_Name","Event_ID","Event_Date","Event_Tour_1","Event_Tour_2","Event_Tour_3","Scrape_Date"
"Dubai Festival City Challenge Tour Grand Final hosted by Al Badia Golf Club",5359,2013-11-03,"European Challenge Tour",NA,NA,2016-01-28
"Times Colonist Island Savings open",5361,2013-06-09,"PGA Tour Canada",NA,NA,2016-01-28
"Dakota Dunes Open",5363,2013-07-07,"PGA Tour Canada",NA,NA,2016-01-28
"The Syncrude Boreal Open Presented by AECON",5364,2013-07-14,"PGA Tour Canada",NA,NA,2016-01-28
"The Players Cup",5365,2013-07-21,"PGA Tour Canada",NA,NA,2016-01-28
"The Great Waterway Classic",5366,2013-08-25,"PGA Tour Canada",NA,NA,2016-01-28
"Cape Breton Celtic Classic",5367,2013-09-08,"PGA Tour Canada",NA,NA,2016-01-28
"Tour Championship of Canada",5368,2013-09-15,"PGA Tour Canada",NA,NA,2016-01-28
"Zimbabwe Open",5371,2013-04-21,"Sunshine Tour",NA,NA,2016-01-28
"Investec Royal Swazi Open",5372,2013-05-05,"Sunshine Tour",NA,NA,2016-01-28
"Zambia Open",5374,2013-05-19,"Sunshine Tour",NA,NA,2016-01-28
"Happiness Kwangju Bank Open",5376,2013-05-26,"Korean Golf Tour",NA,NA,2016-01-28
"Lombard Insurance Classic",5377,2013-06-02,"Sunshine Tour",NA,NA,2016-01-28
"Gunsan CC Open",5378,2013-06-02,"Korean Golf Tour",NA,NA,2016-01-28
"Vodacom Eastern Cape",5379,2013-06-09,"Sunshine Tour",NA,NA,2016-01-28
"D+D Real Czech Challenge",5380,2013-06-09,"European Challenge Tour",NA,NA,2016-01-28
"Aboitiz Invitational",5382,2013-07-28,"Asian Development Tour",NA,NA,2016-01-28
"Vodacom Origins of Golf",5383,2013-08-25,"Sunshine Tour",NA,NA,2016-01-28
"Wild Waves Golf Challenge",5384,2013-09-01,"Sunshine Tour",NA,NA,2016-01-28
"Vodacom Vodacom Orgins of Golf",5386,2013-09-15,"Sunshine Tour",NA,NA,2016-01-28
"Dongbu Promi Open",5387,2013-09-15,"Korean Golf Tour",NA,NA,2016-01-28
"Platinum Classic",5388,2013-09-22,"Sunshine Tour",NA,NA,2016-01-28
"The 29th Shinhan Donghae Open",5389,2013-09-29,"Korean Golf Tour",NA,NA,2016-01-28
"Solaire Open",5390,2013-04-14,"Asian Tour",NA,NA,2016-01-28
"CIMB Niaga Indonesian Masters",5391,2013-05-05,"Asian Tour",NA,NA,2016-01-28
"Mundo Maya Open",5392,2013-05-19,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"Polokwane Classic",5393,2013-06-16,"Sunshine Tour",NA,NA,2016-01-28
"Vodacom Origins of Golf",5394,2013-06-30,"Sunshine Tour",NA,NA,2016-01-28
"Sun City Challenge",5395,2013-07-07,"Sunshine Tour",NA,NA,2016-01-28
"Vodacom Origins of Golf",5396,2013-08-11,"Sunshine Tour",NA,NA,2016-01-28
"Vodacom Origins of Golf Final",5397,2013-10-13,"Sunshine Tour",NA,NA,2016-01-28
"BMG Classic",5398,2013-10-20,"Sunshine Tour",NA,NA,2016-01-28
"South Pacific Open Championship",5399,2013-09-22,"PGA Tour Australasia",NA,NA,2016-01-28
"WA Goldfields PGA Championship",5400,2013-10-06,"PGA Tour Australasia",NA,NA,2016-01-28
"John Hughes / Nexus Risk Services WA Open Championship",5401,2013-10-13,"PGA Tour Australasia",NA,NA,2016-01-28
"Australian PGA Championship presented by Coca Cola",5402,2013-11-10,"PGA Tour Australasia","OneAsia Tour",NA,2016-01-28
"Talisker Masters",5403,2013-11-17,"PGA Tour Australasia",NA,NA,2016-01-28
"Gloria Jean's NSW Open",5404,2013-11-24,"PGA Tour Australasia",NA,NA,2016-01-28
"Emirates Australian Open",5405,2013-12-01,"PGA Tour Australasia","OneAsia Tour",NA,2016-01-28
"Queens Cup",5406,2013-06-16,"Asian Tour",NA,NA,2016-01-28
"World Wide Holdings Selangor Masters",5407,2013-06-23,"Asian Tour",NA,NA,2016-01-28
"Yeangder Tournament Players' Championship",5408,2013-09-15,"Asian Tour",NA,NA,2016-01-28
"Mercuries Taiwan Open",5409,2013-10-06,"Asian Tour",NA,NA,2016-01-28
"CJ Invitational hosted by KJ Choi",5410,2013-10-13,"Asian Tour","Korean Golf Tour",NA,2016-01-28
"Venetian Macau Open",5411,2013-10-20,"Asian Tour",NA,NA,2016-01-28
"Hero Indian Open",5412,2013-11-10,"Asian Tour",NA,NA,2016-01-28
"Resorts World Manila Masters",5413,2013-11-17,"Asian Tour",NA,NA,2016-01-28
"Indonesian Open",5414,2013-12-01,"Asian Tour",NA,NA,2016-01-28
"Thailand Golf Championship",5415,2013-12-15,"Asian Tour",NA,NA,2016-01-28
"King's Cup",5416,2012-12-23,"Asian Tour",NA,NA,2016-01-28
"Nanshan China Masters",5418,2013-10-13,"OneAsia Tour",NA,NA,2016-01-28
"Musingwear Match Play",5420,2013-10-06,"Korean Golf Tour",NA,NA,2016-01-28
"Kolon Korean Open",5421,2013-10-20,"Korean Golf Tour","OneAsia Tour",NA,2016-01-28
"Jakarta Classic",5423,2013-07-21,"Asian Development Tour",NA,NA,2016-01-28
"M2M Russian Open",5424,2013-07-28,"European Tour",NA,NA,2016-01-28
" Le Vaudreuil Golf Challenge",5425,2013-07-28,"European Challenge Tour",NA,NA,2016-01-28
"Bosung CC Classic",5426,2013-08-04,"Korean Golf Tour",NA,NA,2016-01-28
" ICTSI Mount Malarayat Classic",5427,2013-08-04,"Asian Development Tour",NA,NA,2016-01-28
"ATB Financial Classic presented by TELUS ",5428,2013-08-11,"PGA Tour Canada",NA,NA,2016-01-28
"Ballantine’s Taiwan Championship",5429,2013-08-11,"Asian Development Tour",NA,NA,2016-01-28
"SolaSeaDo-Pine Beach Open ",5430,2013-08-11,"Korean Golf Tour",NA,NA,2016-01-28
"Dongchon The 56th KPGA Championship",5431,2013-08-18,"Korean Golf Tour",NA,NA,2016-01-28
"The Wildfire Invitational",5432,2013-09-01,"PGA Tour Canada",NA,NA,2016-01-28
"Northern Ireland Open Challenge Presented By Clannah and XJET",5433,2013-09-01,"European Challenge Tour",NA,NA,2016-01-28
"PGM UMW Sabah Classic",5434,2013-09-08,"Asian Development Tour",NA,NA,2016-01-28
"Puerto Rico Classic presented by Merrill Lynch",5435,2013-10-13,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"The Foshan Open",5436,2013-10-20,"European Challenge Tour",NA,NA,2016-01-28
"Lion of Africa Cape Town Open",5437,2013-11-03,"Sunshine Tour",NA,NA,2016-01-28
"14th ADT Chang Hwa Open",5438,2013-11-03,"Asian Development Tour",NA,NA,2016-01-28
"HEARLD KYJ Tour Championship",5439,2013-11-03,"Korean Golf Tour",NA,NA,2016-01-28
"Nedbank Affinity Cup",5440,2013-11-10,"Sunshine Tour",NA,NA,2016-01-28
"ISPS HANDA World Cup of Golf ",5443,2013-11-24,"PGA Tour Australasia","PGA Tour",NA,2016-01-28
"South African Open Championship",5444,2013-11-24,"Sunshine Tour","European Tour",NA,2016-01-28
"Personal Classic presentado por BlackBerry",5445,2013-12-01,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"Alfred Dunhill Championship",5446,2013-12-01,"Sunshine Tour","European Tour",NA,2016-01-28
"Hong Kong Open",5450,2013-12-08,"Asian Tour","European Tour",NA,2016-01-28
"Northwestern Mutual World Challenge",5451,2013-12-08,"PGA Tour",NA,NA,2016-01-28
"Nedbank Challenge",5452,2013-12-08,"Sunshine Tour","European Tour",NA,2016-01-28
"The Nelson Mandela Championship presented by ISPS Handa",5453,2013-12-15,"Sunshine Tour","European Tour",NA,2016-01-28
"Hyundai Tournament of Champions ",5454,2014-01-05,"PGA Tour",NA,NA,2016-01-28
"Volvo Golf Champions",5455,2014-01-12,"European Tour",NA,NA,2016-01-28
"Sony Open in Hawaii",5456,2014-01-12,"PGA Tour",NA,NA,2016-01-28
"Linc Group Jakarta Invitational",5457,2014-01-12,"Asian Development Tour",NA,NA,2016-01-28
"Humana Challenge in partnership with the Clinton Foundation",5458,2014-01-19,"PGA Tour",NA,NA,2016-01-28
"Abu Dhabi HSBC Golf Championship",5459,2014-01-19,"European Tour",NA,NA,2016-01-28
"King’s Cup Golf Hua Hin",5460,2014-01-19,"Asian Tour",NA,NA,2016-01-28
"Farmers Insurance Open",5461,2014-01-26,"PGA Tour",NA,NA,2016-01-28
"Commercialbank Qatar Masters",5462,2014-01-26,"European Tour",NA,NA,2016-01-28
"Waste Management Phoenix Open ",5463,2014-02-02,"PGA Tour",NA,NA,2016-01-28
"Omega Dubai Desert Classic",5464,2014-02-02,"European Tour",NA,NA,2016-01-28
"AT&T Pebble Beach National Pro-Am ",5465,2014-02-09,"PGA Tour",NA,NA,2016-01-28
"Joburg Open",5466,2014-02-09,"Sunshine Tour","European Tour",NA,2016-01-28
"Lexus of Blackburn Victorian PGA Championship",5467,2014-02-09,"PGA Tour Australasia",NA,NA,2016-01-28
"Northern Trust Open ",5468,2014-02-16,"PGA Tour",NA,NA,2016-01-28
"Pacific Rubiales Colombia Championship Presented by Claro ",5469,2014-02-16,"Web.com Tour",NA,NA,2016-01-28
"Africa Open",5470,2014-02-16,"Sunshine Tour","European Tour",NA,2016-01-28
"Coca-Cola QLD PGA Championship",5471,2014-02-16,"PGA Tour Australasia",NA,NA,2016-01-28
"WGC - Accenture Match Play Championship ",5472,2014-02-23,"WGC",NA,NA,2016-01-28
"67th Arturo Calle Colombian Open presented by Diners Club ",5473,2014-02-23,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"Oates Victorian Open",5474,2014-02-23,"PGA Tour Australasia",NA,NA,2016-01-28
"Dimension Data Pro-Am",5475,2014-02-23,"Sunshine Tour",NA,NA,2016-01-28
"The Honda Classic",5476,2014-03-02,"PGA Tour",NA,NA,2016-01-28
"Tshwane Open",5477,2014-03-02,"Sunshine Tour","European Tour",NA,2016-01-28
"NZ Open",5478,2014-03-02,"PGA Tour Australasia",NA,NA,2016-01-28
"SAIL-SBI Open",5479,2014-03-02,"Asian Tour",NA,NA,2016-01-28
"PGM Sime Darby Harvard Championship",5480,2014-03-02,"Asian Development Tour",NA,NA,2016-01-28
"WGC - Cadillac Championship ",5481,2014-03-09,"WGC",NA,NA,2016-01-28
"Chile Classic",5482,2014-03-09,"Web.com Tour",NA,NA,2016-01-28
"The Barclays Kenya Open",5483,2014-03-09,"European Challenge Tour",NA,NA,2016-01-28
"Puerto Rico Open presented by seepuertorico.com ",5484,2014-03-09,"PGA Tour",NA,NA,2016-01-28
"Valspar Championship ",5485,2014-03-16,"PGA Tour",NA,NA,2016-01-28
"Brasil Champions Presented by HSBC ",5486,2014-03-16,"Web.com Tour",NA,NA,2016-01-28
"Trophée Hassan II",5487,2014-03-16,"European Tour",NA,NA,2016-01-28
"Solaire Open",5488,2014-03-16,"Asian Tour",NA,NA,2016-01-28
"PGM CCM Rahman Putra Championship",5489,2014-03-16,"Asian Development Tour",NA,NA,2016-01-28
"Arnold Palmer Invitational presented by MasterCard",5490,2014-03-23,"PGA Tour",NA,NA,2016-01-28
"Panama Claro Championship ",5491,2014-03-23,"Web.com Tour",NA,NA,2016-01-28
"TransAmerican Power Products CRV Open",5492,2014-03-23,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"Investec Cup",5494,2014-03-23,"Sunshine Tour",NA,NA,2016-01-28
"Valero Texas Open ",5495,2014-03-30,"PGA Tour",NA,NA,2016-01-28
"Chitimacha Louisiana Open Presented by NACHER ",5496,2014-03-30,"Web.com Tour",NA,NA,2016-01-28
"Stella Artois Open",5497,2014-03-30,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"Indonesia PGA Championship",5498,2014-03-30,"Japan Golf Tour","OneAsia Tour",NA,2016-01-28
"Volvo China Open",5499,2014-04-27,"European Tour","OneAsia Tour",NA,2016-01-28
"The 33rd GS Caltax Maekyung Open",5500,2014-05-11,"Korean Golf Tour","OneAsia Tour",NA,2016-01-28
"SK Telecom Open",5501,2014-05-18,"Korean Golf Tour","OneAsia Tour",NA,2016-01-28
"Nanshan China Masters",5503,2014-10-12,"OneAsia Tour",NA,NA,2016-01-28
"TOKEN HOMEMATE CUP",5505,2014-04-20,"Japan Golf Tour",NA,NA,2016-01-28
"Tsuruya Open",5506,2014-04-27,"Japan Golf Tour",NA,NA,2016-01-28
"Shell Houston Open ",5507,2014-04-06,"PGA Tour",NA,NA,2016-01-28
"Mundo Maya Open presentado por Heineken",5508,2014-04-06,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"NH Collection Open",5509,2014-04-06,"European Challenge Tour","European Tour",NA,2016-01-28
"Telkom Business PGA Championship",5510,2014-04-06,"Sunshine Tour",NA,NA,2016-01-28
"MASTERS TOURNAMENT",5511,2014-04-13,"Major Championship",NA,NA,2016-01-28
"RBC Heritage",5512,2014-04-20,"PGA Tour",NA,NA,2016-01-28
"Zurich Classic of New Orleans",5513,2014-04-27,"PGA Tour",NA,NA,2016-01-28
"Wells Fargo Championship",5514,2014-05-04,"PGA Tour",NA,NA,2016-01-28
"THE PLAYERS Championship",5515,2014-05-11,"PGA Tour",NA,NA,2016-01-28
"HP Byron Nelson Championship",5516,2014-05-18,"PGA Tour",NA,NA,2016-01-28
"Crowne Plaza Invitational at Colonial",5517,2014-05-25,"PGA Tour",NA,NA,2016-01-28
"the Memorial Tournament presented by Nationwide Insurance",5518,2014-06-01,"PGA Tour",NA,NA,2016-01-28
"FedEx St. Jude Classic",5519,2014-06-08,"PGA Tour",NA,NA,2016-01-28
"U.S. OPEN",5520,2014-06-15,"Major Championship",NA,NA,2016-01-28
"Travelers Championship",5521,2014-06-22,"PGA Tour",NA,NA,2016-01-28
"Quicken Loans National",5522,2014-06-29,"PGA Tour",NA,NA,2016-01-28
"The Greenbrier Classic",5523,2014-07-06,"PGA Tour",NA,NA,2016-01-28
"John Deere Classic",5524,2014-07-13,"PGA Tour",NA,NA,2016-01-28
"143rd OPEN CHAMPIONSHIP",5525,2014-07-20,"Major Championship",NA,NA,2016-01-28
"RBC Canadian Open",5526,2014-07-27,"PGA Tour",NA,NA,2016-01-28
"Barracuda Championship ",5527,2014-08-03,"PGA Tour",NA,NA,2016-01-28
"WGC - Bridgestone Invitational",5528,2014-08-03,"WGC",NA,NA,2016-01-28
"96th PGA CHAMPIONSHIP",5529,2014-08-10,"Major Championship",NA,NA,2016-01-28
"Wyndham Championship",5530,2014-08-17,"PGA Tour",NA,NA,2016-01-28
"The Barclays",5531,2014-08-24,"PGA Tour",NA,NA,2016-01-28
"Deutsche Bank Championship",5532,2014-08-31,"PGA Tour",NA,NA,2016-01-28
"BMW Championship",5533,2014-09-07,"PGA Tour",NA,NA,2016-01-28
"TOUR Championship by Coca-Cola",5534,2014-09-14,"PGA Tour",NA,NA,2016-01-28
"El Bosque Mexico Championship ",5535,2014-04-13,"Web.com Tour",NA,NA,2016-01-28
"The Golden Pilsener Zimbabwe Open",5536,2014-04-13,"Sunshine Tour",NA,NA,2016-01-28
"83° Abierto OSDE del Centro presentado por FiberCorp",5537,2014-04-20,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"Mission Hills Haikou Open",5538,2014-04-20,"PGA Tour China",NA,NA,2016-01-28
"Maybank Malaysian Open",5539,2014-04-20,"Asian Tour","European Tour",NA,2016-01-28
"Dongbu Promi Open",5540,2014-04-20,"Korean Golf Tour",NA,NA,2016-01-28
"WNB Golf Classic ",5541,2014-04-27,"Web.com Tour",NA,NA,2016-01-28
"Roberto De Vicenzo Invitational Copa NEC",5542,2014-04-27,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"CIMB Niaga Indonesian Masters",5543,2014-04-27,"Asian Tour",NA,NA,2016-01-28
"PGM Lada Langkawi Championship",5544,2014-04-27,"Asian Development Tour",NA,NA,2016-01-28
"Challenge de Catalunya",5546,2014-04-27,"European Challenge Tour",NA,NA,2016-01-28
"South Georgia Classic presented by First State Bank and Trust Company ",5547,2013-05-05,"Web.com Tour",NA,NA,2016-01-28
"Buick Open",5548,2014-05-04,"PGA Tour China",NA,NA,2016-01-28
"South Georgia Classic presented by First State Bank and Trust Company ",5549,2014-05-04,"Web.com Tour",NA,NA,2016-01-28
"The Championship at Laguna National",5550,2014-05-04,"Asian Tour","European Tour","Korean Golf Tour",2016-01-28
"The Crowns",5551,2014-05-04,"Japan Golf Tour",NA,NA,2016-01-28
"Madeira Islands Open – Portugal – BPI",5552,2014-05-11,"European Challenge Tour","European Tour",NA,2016-01-28
"Investec Royal Swazi Open",5553,2014-05-11,"Sunshine Tour",NA,NA,2016-01-28
"PGM Northport Glenmarie ",5554,2014-05-11,"Asian Development Tour",NA,NA,2016-01-28
"Open de Espana",5555,2014-05-18,"European Tour",NA,NA,2016-01-28
"Turkish Airlines Challenge",5556,2014-05-18,"European Challenge Tour",NA,NA,2016-01-28
"ICTSI Philippine Open",5557,2014-05-18,"Asian Tour",NA,NA,2016-01-28
"BMW Charity Pro-Am Presented by SYNNEX Corporation",5558,2014-05-18,"Web.com Tour",NA,NA,2016-01-28
"Dominican Republic Open",5559,2014-05-18,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"Wuhan Open",5560,2014-05-18,"PGA Tour China",NA,NA,2016-01-28
"Mopani Copper Mines Zambia Open",5561,2014-05-18,"Sunshine Tour",NA,NA,2016-01-28
"Rex Hospital Open ",5562,2014-05-25,"Web.com Tour",NA,NA,2016-01-28
"Lexus Panama Classic",5563,2014-05-25,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"BMW PGA CHAMPIONSHIP",5564,2014-05-25,"European Tour",NA,NA,2016-01-28
"Kärnten Golf Open presented by Mazda",5565,2014-05-25,"European Challenge Tour",NA,NA,2016-01-28
"Kansai Open Golf Championship",5566,2014-05-25,"Japan Golf Tour",NA,NA,2016-01-28
"Lombard Insurance Classic",5567,2014-05-25,"Sunshine Tour",NA,NA,2016-01-28
"PGM Johor Championship",5568,2014-05-25,"Asian Development Tour",NA,NA,2016-01-28
"Descente Korea Munsingwear Matchplay Championship",5569,2014-05-25,"Korean Golf Tour",NA,NA,2016-01-28
"PC Financial Open ",5570,2014-06-01,"PGA Tour Canada",NA,NA,2016-01-28
"Nordea Masters",5571,2014-06-01,"European Tour",NA,NA,2016-01-28
"D+D REAL CZECH CHALLENGE",5572,2014-06-01,"European Challenge Tour",NA,NA,2016-01-28
"Gate Way To The Open Mizuno Open",5573,2014-06-01,"Japan Golf Tour",NA,NA,2016-01-28
"ICTSI Riviera Classic",5574,2014-06-01,"Asian Development Tour",NA,NA,2016-01-28
"The 2nd Happiness Songhak Construction Open",5575,2014-06-01,"Korean Golf Tour",NA,NA,2016-01-28
"Cleveland Open ",5576,2014-06-08,"Web.com Tour",NA,NA,2016-01-28
"Bayview Place Island Savings Open presented by Times Colonist ",5577,2014-06-08,"PGA Tour Canada",NA,NA,2016-01-28
"Lanhai Open",5579,2014-06-08,"PGA Tour China",NA,NA,2016-01-28
"Lyoness Open powered by Greenfinity",5580,2014-06-08,"European Tour",NA,NA,2016-01-28
"Fred Olsen Challenge de España",5581,2014-06-08,"European Challenge Tour",NA,NA,2016-01-28
"PGA Championship Nissin Cupnoodles Cup",5582,2014-06-08,"Japan Golf Tour",NA,NA,2016-01-28
"Zambia Sugar Open",5583,2014-06-08,"Sunshine Tour",NA,NA,2016-01-28
"Queen’s Cup",5584,2014-06-08,"Asian Tour",NA,NA,2016-01-28
"ICTSI Orchard Golf Championship",5585,2014-06-08,"Asian Development Tour",NA,NA,2016-01-28
"Earls Golf Beijing Open",5586,2014-06-15,"PGA Tour China",NA,NA,2016-01-28
"Najeti Hotels et Golfs Open",5587,2014-06-15,"European Challenge Tour",NA,NA,2016-01-28
"PGM Vascory Templer Park Championship",5588,2014-06-15,"Asian Development Tour",NA,NA,2016-01-28
"2014 Bosung CC Classic",5589,2014-06-15,"Korean Golf Tour",NA,NA,2016-01-28
"Air Capital Classic presented by Aetna ",5590,2014-06-22,"Web.com Tour",NA,NA,2016-01-28
"The Syncrude Boreal Open Presented by AECON ",5591,2014-06-22,"PGA Tour Canada",NA,NA,2016-01-28
"The Irish Open",5592,2014-06-22,"European Tour",NA,NA,2016-01-28
"Belgian Challenge Open",5593,2014-06-22,"European Challenge Tour",NA,NA,2016-01-28
"Japan Golf Tour Championship MORI Building Cup Shishido Hills",5594,2014-06-22,"Japan Golf Tour",NA,NA,2016-01-28
"United Leasing Championship Presented by PTI ",5595,2014-06-29,"Web.com Tour",NA,NA,2016-01-28
"BMW International Open",5596,2014-06-29,"European Tour",NA,NA,2016-01-28
"Scottish Hydro Challenge hosted by Macdonald Hotels and Resorts",5597,2014-06-29,"European Challenge Tour",NA,NA,2016-01-28
"Vodacom Origins of Golf presented by Samsung - Euphoria",5598,2014-06-29,"Sunshine Tour",NA,NA,2016-01-28
"Gunsan CC Open",5599,2014-06-29,"Korean Golf Tour",NA,NA,2016-01-28
"Nova Scotia Open ",5600,2014-07-06,"Web.com Tour",NA,NA,2016-01-28
"SIGA Dakota Dunes Open presented by SASKTEL ",5601,2014-07-06,"PGA Tour Canada",NA,NA,2016-01-28
"Alstom Open de France",5602,2014-07-06,"European Tour",NA,NA,2016-01-28
"Aegean Airlines Challenge Tour by Hartl Resort",5603,2014-07-06,"European Challenge Tour",NA,NA,2016-01-28
"Nagashima Shigeo INVITATIONAL SEGA SAMMY Cup",5604,2014-07-06,"Japan Golf Tour",NA,NA,2016-01-28
"Sun City Challenge",5605,2014-07-06,"Sunshine Tour",NA,NA,2016-01-28
"Aberdeen Asset Management Scottish Open",5606,2014-07-13,"European Tour",NA,NA,2016-01-28
"Utah Championship presented by Zions Bank",5607,2014-07-13,"Web.com Tour",NA,NA,2016-01-28
"D+D REAL SLOVAKIA CHALLENGE",5608,2014-07-13,"European Challenge Tour",NA,NA,2016-01-28
"The Players Cup ",5609,2014-07-13,"PGA Tour Canada",NA,NA,2016-01-28
"YAMAHA HANKYUNG The 57th KPGA Championship",5610,2014-07-13,"Korean Golf Tour",NA,NA,2016-01-28
"Albertsons Boise Open presented by Kraft Nabisco ",5611,2014-07-20,"Web.com Tour",NA,NA,2016-01-28
"Staal Foundation Open presented by Tbaytel ",5612,2014-07-20,"PGA Tour Canada",NA,NA,2016-01-28
"Swiss Challenge presented by Association Suisse de Golf",5613,2014-07-20,"European Challenge Tour",NA,NA,2016-01-28
"Linc Group Jakarta Classic",5614,2014-07-20,"Asian Development Tour",NA,NA,2016-01-28
"M2M Russian Open",5615,2014-07-27,"European Tour",NA,NA,2016-01-28
"Le Vaudreuil Golf Challenge",5616,2014-07-27,"European Challenge Tour",NA,NA,2016-01-28
"Midwest Classic ",5617,2014-07-27,"Web.com Tour",NA,NA,2016-01-28
"Vodacom Origins of Golf presented by Samsung - Arabella",5618,2014-07-27,"Sunshine Tour",NA,NA,2016-01-28
"Taifong Open",5619,2014-07-27,"Asian Development Tour",NA,NA,2016-01-28
"Stonebrae Classic ",5620,2014-08-03,"Web.com Tour",NA,NA,2016-01-28
"ATB Financial Classic ",5621,2014-08-03,"PGA Tour Canada",NA,NA,2016-01-28
"Azerbaijan Challenge Open",5622,2014-08-03,"European Challenge Tour",NA,NA,2016-01-28
"Dunlop SRIXON Fukushima Open Golf Tournament",5623,2014-08-03,"Japan Golf Tour",NA,NA,2016-01-28
"Vodacom Origins of Golf presented by Samsung - St Francis ",5624,2014-08-03,"Sunshine Tour",NA,NA,2016-01-28
"Ballantine’s Taiwan C’ship",5625,2014-08-03,"Asian Development Tour",NA,NA,2016-01-28
"Price Cutter Charity Championship presented by Dr Pepper ",5626,2014-08-10,"Web.com Tour",NA,NA,2016-01-28
"Forces and Families Open ",5627,2014-08-10,"PGA Tour Canada",NA,NA,2016-01-28
"Yunnan Open",5628,2014-08-10,"PGA Tour China",NA,NA,2016-01-28
"Norwegian Challenge",5629,2014-08-10,"European Challenge Tour",NA,NA,2016-01-28
"The 1st Maeil Dairies Open",5630,2014-08-10,"Korean Golf Tour",NA,NA,2016-01-28
"News Sentinel Open Presented by Pilot ",5631,2014-08-17,"Web.com Tour",NA,NA,2016-01-28
"Made in Denmark",5632,2014-08-17,"European Tour",NA,NA,2016-01-28
"VACON OPEN",5633,2014-08-17,"European Challenge Tour",NA,NA,2016-01-28
"PGM Terengganu Championship",5635,2014-08-17,"Asian Development Tour",NA,NA,2016-01-28
"Fiji International",5637,2014-08-17,"PGA Tour Australasia","OneAsia Tour",NA,2016-01-28
"WinCo Foods Portland Open presented by Kraft ",5638,2014-08-24,"Web.com Tour",NA,NA,2016-01-28
"The Great Waterway Classic ",5639,2014-08-24,"PGA Tour Canada",NA,NA,2016-01-28
